age,education,marital-status,occupation,race,sex,hours-per-week,native-country,income
20,Some-college,Never-married,Sales,3,0,30,0,0
21,12th,Never-married,Handlers-cleaners,2,1,20,1,0
32,Assoc-voc,Never-married,Prof-specialty,1,0,40,1,0
37,Assoc-voc,Divorced,Machine-op-inspct,2,0,48,1,0
45,HS-grad,Married-civ-spouse,Craft-repair,3,0,40,0,0
37,Assoc-acdm,Married-civ-spouse,Sales,1,0,40,1,1
54,9th,Divorced,?,1,1,15,1,0
24,Bachelors,Never-married,Prof-specialty,1,0,25,1,0
28,11th,Never-married,?,1,0,30,1,0
23,Some-college,Never-married,Farming-fishing,1,0,40,1,0
54,HS-grad,Married-civ-spouse,?,1,0,40,1,0
40,HS-grad,Married-civ-spouse,Machine-op-inspct,1,0,40,1,1
38,Some-college,Married-civ-spouse,Craft-repair,1,0,48,1,1
71,10th,Married-civ-spouse,Machine-op-inspct,1,0,40,1,0
51,Some-college,Divorced,Adm-clerical,1,1,40,1,0
52,Some-college,Never-married,Adm-clerical,1,0,5,1,0
30,Bachelors,Never-married,Sales,1,1,40,1,0
34,HS-grad,Married-civ-spouse,Craft-repair,1,0,40,1,1
38,10th,Divorced,Machine-op-inspct,1,1,40,1,0
43,Assoc-voc,Never-married,Prof-specialty,1,1,40,1,1
43,11th,Never-married,Transport-moving,1,0,42,1,0
36,Some-college,Never-married,Exec-managerial,2,0,40,1,1
24,Some-college,Never-married,Adm-clerical,1,1,40,1,0
29,1st-4th,Never-married,?,3,0,40,0,0
55,10th,Married-civ-spouse,Other-service,2,1,40,1,0
51,Masters,Married-civ-spouse,Prof-specialty,1,0,60,1,1
43,HS-grad,Divorced,Exec-managerial,3,1,40,1,0
28,HS-grad,Divorced,Protective-serv,1,0,40,1,0
54,Assoc-acdm,Married-civ-spouse,Sales,1,0,45,1,0
47,Some-college,Married-civ-spouse,Prof-specialty,1,0,40,1,1
47,Bachelors,Married-civ-spouse,Sales,1,0,55,1,1
47,Some-college,Married-civ-spouse,Other-service,1,0,57,1,1
38,Some-college,Never-married,Adm-clerical,1,1,35,1,0
60,5th-6th,Married-civ-spouse,Farming-fishing,1,0,40,1,0
19,HS-grad,Never-married,Sales,3,1,25,1,0
22,Some-college,Never-married,Adm-clerical,2,1,25,1,0
55,Masters,Married-civ-spouse,Prof-specialty,1,0,40,1,1
44,Some-college,Separated,Sales,2,1,35,1,0
53,1st-4th,Married-civ-spouse,Exec-managerial,1,0,67,0,1
44,Masters,Married-civ-spouse,Prof-specialty,1,1,40,1,1
28,Bachelors,Never-married,Protective-serv,1,0,50,1,0
30,Some-college,Never-married,Transport-moving,2,1,40,1,0
39,HS-grad,Never-married,Exec-managerial,3,1,40,1,0
43,HS-grad,Divorced,Exec-managerial,1,1,40,1,0
24,Bachelors,Never-married,Sales,1,1,40,1,0
27,Assoc-voc,Never-married,Protective-serv,1,0,56,1,0
64,5th-6th,Married-civ-spouse,Farming-fishing,1,0,70,0,0
41,Some-college,Married-civ-spouse,Farming-fishing,1,0,40,1,1
28,HS-grad,Never-married,Transport-moving,1,0,40,1,0
61,HS-grad,Married-civ-spouse,Prof-specialty,1,0,30,1,0
27,11th,Divorced,Machine-op-inspct,1,1,40,1,0
49,Some-college,Divorced,Adm-clerical,1,1,32,1,0
20,Some-college,Married-civ-spouse,Craft-repair,1,0,40,1,0
41,Bachelors,Never-married,Prof-specialty,1,1,40,1,0
28,HS-grad,Married-civ-spouse,Craft-repair,1,0,40,1,0
36,HS-grad,Divorced,Machine-op-inspct,1,0,40,1,0
44,Bachelors,Divorced,Craft-repair,1,0,40,1,0
51,Bachelors,Married-civ-spouse,Adm-clerical,1,1,20,1,1
40,Some-college,Divorced,Prof-specialty,2,1,38,1,0
19,HS-grad,Never-married,Craft-repair,1,1,40,1,0
54,Some-college,Married-civ-spouse,Prof-specialty,1,1,40,1,0
55,HS-grad,Divorced,Craft-repair,1,0,40,1,0
57,Assoc-voc,Widowed,Prof-specialty,1,1,40,1,0
29,Some-college,Separated,Priv-house-serv,1,1,30,0,0
51,HS-grad,Divorced,Sales,1,1,43,1,0
44,HS-grad,Divorced,Other-service,1,0,37,1,0
35,Assoc-voc,Married-civ-spouse,Protective-serv,1,0,42,1,0
40,HS-grad,Divorced,Transport-moving,1,0,40,1,0
46,7th-8th,Separated,Other-service,1,1,32,1,0
25,Some-college,Married-civ-spouse,Craft-repair,1,0,60,1,1
33,Bachelors,Never-married,Prof-specialty,1,0,36,1,0
32,Some-college,Never-married,Machine-op-inspct,1,1,40,0,0
22,HS-grad,Never-married,Tech-support,1,1,40,1,0
39,Some-college,Married-civ-spouse,Sales,3,1,40,0,0
18,HS-grad,Never-married,Farming-fishing,3,0,40,1,0
43,HS-grad,Divorced,Adm-clerical,2,1,45,1,0
46,HS-grad,Never-married,Tech-support,1,0,40,1,0
63,Some-college,Married-civ-spouse,Sales,1,0,48,1,1
40,Some-college,Married-civ-spouse,?,1,0,8,1,0
59,Bachelors,Married-civ-spouse,Exec-managerial,1,0,60,1,1
40,Masters,Never-married,Prof-specialty,1,1,40,1,0
23,HS-grad,Never-married,Other-service,1,0,35,1,0
64,HS-grad,Married-civ-spouse,?,1,0,10,1,0
36,Assoc-voc,Married-civ-spouse,Sales,1,0,60,1,0
48,HS-grad,Divorced,Machine-op-inspct,1,1,40,1,0
43,Some-college,Married-civ-spouse,Prof-specialty,1,1,40,1,1
18,10th,Never-married,Other-service,1,1,30,1,0
17,11th,Never-married,Craft-repair,1,0,16,1,0
36,Prof-school,Married-civ-spouse,Prof-specialty,1,0,50,0,0
53,HS-grad,Married-civ-spouse,Machine-op-inspct,1,0,40,1,1
36,Some-college,Divorced,Exec-managerial,1,1,39,1,0
20,HS-grad,Never-married,Handlers-cleaners,1,0,40,1,0
22,Bachelors,Never-married,Sales,1,1,60,1,0
34,Bachelors,Married-civ-spouse,Prof-specialty,1,0,40,1,1
39,11th,Divorced,Other-service,1,0,40,1,0
57,Some-college,Widowed,Other-service,1,1,40,1,0
30,10th,Divorced,Other-service,1,1,40,1,0
37,Prof-school,Married-civ-spouse,Prof-specialty,1,0,60,1,1
51,HS-grad,Married-civ-spouse,Machine-op-inspct,1,0,40,1,1
38,HS-grad,Never-married,Transport-moving,1,0,40,1,0
34,HS-grad,Never-married,Exec-managerial,1,1,35,1,0
47,HS-grad,Married-spouse-absent,Adm-clerical,2,1,40,0,0
28,HS-grad,Married-civ-spouse,Farming-fishing,1,0,40,1,0
25,10th,Never-married,Other-service,1,0,24,0,0
25,Some-college,Never-married,Exec-managerial,1,1,60,1,0
50,Masters,Married-civ-spouse,Exec-managerial,1,0,65,1,1
50,HS-grad,Married-civ-spouse,Craft-repair,1,0,40,1,1
43,Bachelors,Married-civ-spouse,Craft-repair,1,0,48,1,0
27,HS-grad,Never-married,Transport-moving,1,0,75,1,0
32,HS-grad,Married-civ-spouse,Craft-repair,1,0,50,1,0
44,10th,Never-married,Farming-fishing,1,0,35,1,0
19,HS-grad,Never-married,Sales,2,1,20,1,0
53,Some-college,Widowed,Exec-managerial,1,0,40,1,1
21,HS-grad,Never-married,Protective-serv,1,0,40,1,0
26,HS-grad,Never-married,Transport-moving,1,0,40,1,0
68,HS-grad,Married-civ-spouse,Transport-moving,1,0,12,1,0
31,Some-college,Married-civ-spouse,Sales,1,0,57,1,0
32,Bachelors,Never-married,Exec-managerial,1,0,50,1,1
33,Masters,Never-married,Adm-clerical,1,0,40,1,0
49,HS-grad,Never-married,?,2,0,40,1,0
24,11th,Married-civ-spouse,Craft-repair,1,0,65,1,0
30,HS-grad,Married-civ-spouse,Sales,1,0,42,1,0
49,HS-grad,Married-civ-spouse,Craft-repair,1,0,40,1,1
18,11th,Never-married,Handlers-cleaners,2,0,40,1,0
30,Some-college,Never-married,Adm-clerical,1,1,37,1,0
51,HS-grad,Married-civ-spouse,Craft-repair,1,0,40,1,0
52,Some-college,Married-civ-spouse,Prof-specialty,1,0,40,1,0
52,HS-grad,Divorced,Other-service,1,0,30,1,0
23,HS-grad,Never-married,Other-service,2,0,32,1,0
23,10th,Never-married,Craft-repair,1,0,60,1,0
36,HS-grad,Married-civ-spouse,Machine-op-inspct,1,0,48,1,0
19,11th,Never-married,Craft-repair,1,0,25,1,0
53,HS-grad,Married-civ-spouse,Craft-repair,1,0,60,1,0
17,11th,Never-married,Handlers-cleaners,1,0,25,1,0
69,HS-grad,Widowed,Handlers-cleaners,1,1,8,1,0
46,Bachelors,Divorced,Prof-specialty,1,1,40,1,0
33,HS-grad,Separated,Tech-support,1,0,46,1,0
40,Some-college,Married-civ-spouse,Machine-op-inspct,1,0,45,1,0
56,Some-college,Married-civ-spouse,Transport-moving,1,0,60,0,0
29,Masters,Married-civ-spouse,Prof-specialty,1,0,40,1,0
41,Some-college,Divorced,Adm-clerical,1,1,38,1,0
22,HS-grad,Married-civ-spouse,Sales,1,0,45,1,0
28,7th-8th,Married-civ-spouse,Craft-repair,1,0,40,1,0
31,Bachelors,Married-civ-spouse,Craft-repair,1,0,46,1,0
35,Bachelors,Never-married,Prof-specialty,1,1,40,1,0
38,Some-college,Married-civ-spouse,Machine-op-inspct,2,0,40,1,0
17,10th,Never-married,Other-service,1,1,10,1,0
39,10th,Married-civ-spouse,Craft-repair,1,0,40,1,0
27,Some-college,Never-married,Other-service,2,0,40,1,0
50,HS-grad,Never-married,Adm-clerical,1,1,40,1,0
56,HS-grad,Married-civ-spouse,Transport-moving,1,0,40,1,0
80,HS-grad,Married-civ-spouse,Farming-fishing,1,0,20,1,0
38,Some-college,Married-civ-spouse,Farming-fishing,1,1,15,1,0
52,HS-grad,Married-civ-spouse,Protective-serv,2,0,40,1,1
26,Bachelors,Never-married,Prof-specialty,2,0,38,0,0
43,HS-grad,Divorced,Other-service,3,1,40,0,0
45,Bachelors,Never-married,Exec-managerial,1,1,42,1,0
41,Assoc-voc,Married-civ-spouse,Exec-managerial,2,0,40,1,1
30,Assoc-acdm,Divorced,Adm-clerical,1,1,25,1,0
24,Some-college,Married-civ-spouse,Craft-repair,1,0,40,1,0
43,Some-college,Divorced,Other-service,1,1,20,1,0
44,Bachelors,Married-civ-spouse,Exec-managerial,1,0,70,1,1
54,HS-grad,Divorced,Transport-moving,2,0,40,1,0
23,Bachelors,Never-married,Prof-specialty,1,1,40,1,1
33,HS-grad,Married-civ-spouse,Sales,1,0,60,1,1
18,11th,Never-married,Other-service,1,0,16,1,0
38,Some-college,Separated,Prof-specialty,1,1,40,0,0
41,Assoc-voc,Married-civ-spouse,Farming-fishing,1,0,45,1,0
22,12th,Never-married,?,1,0,48,1,0
66,7th-8th,Married-civ-spouse,Craft-repair,1,0,40,1,1
70,HS-grad,Married-civ-spouse,?,1,0,40,1,0
58,10th,Married-civ-spouse,Craft-repair,1,1,35,0,1
60,Masters,Divorced,Prof-specialty,1,1,10,1,0
24,10th,Never-married,Craft-repair,2,0,65,0,0
61,11th,Divorced,Other-service,1,1,36,1,0
35,Bachelors,Married-civ-spouse,Craft-repair,1,0,40,1,0
19,Some-college,Never-married,Prof-specialty,1,1,40,1,0
52,HS-grad,Never-married,Adm-clerical,2,1,40,1,0
38,Bachelors,Married-civ-spouse,Sales,1,0,50,1,1
39,HS-grad,Married-civ-spouse,Sales,1,0,40,1,0
33,Bachelors,Married-civ-spouse,Craft-repair,1,0,50,1,0
52,HS-grad,Divorced,Adm-clerical,1,1,40,1,0
41,HS-grad,Separated,Machine-op-inspct,1,1,44,0,0
37,Some-college,Married-civ-spouse,Sales,1,0,55,1,0
38,Bachelors,Married-civ-spouse,Prof-specialty,1,0,45,1,1
27,Some-college,Never-married,Exec-managerial,1,1,40,1,0
38,Masters,Never-married,Adm-clerical,1,1,40,1,0
38,Bachelors,Married-civ-spouse,Prof-specialty,3,0,60,1,1
49,HS-grad,Married-civ-spouse,Tech-support,1,0,30,1,1
38,Bachelors,Never-married,Sales,1,0,45,0,1
22,HS-grad,Never-married,Machine-op-inspct,1,0,55,1,0
40,Assoc-acdm,Married-civ-spouse,Prof-specialty,1,0,40,1,1
20,HS-grad,Married-civ-spouse,Craft-repair,1,0,40,1,0
34,Doctorate,Never-married,Prof-specialty,1,1,99,1,0
24,Masters,Never-married,Adm-clerical,1,0,56,1,0
58,Bachelors,Separated,Prof-specialty,1,0,40,1,1
24,Some-college,Never-married,Adm-clerical,1,1,40,1,0
43,HS-grad,Never-married,Craft-repair,1,0,45,1,0
38,HS-grad,Never-married,Exec-managerial,1,1,40,1,0
42,HS-grad,Married-civ-spouse,Craft-repair,1,0,40,1,0
27,Some-college,Married-civ-spouse,Machine-op-inspct,1,0,40,1,0
18,10th,Never-married,Sales,1,1,20,1,0
37,HS-grad,Never-married,Craft-repair,3,0,48,1,1
48,HS-grad,Divorced,Transport-moving,1,0,65,1,0
40,7th-8th,Separated,Other-service,1,1,25,1,0
50,Bachelors,Married-civ-spouse,Exec-managerial,3,0,50,0,1
57,HS-grad,Separated,Sales,3,1,35,1,0
36,Some-college,Married-civ-spouse,Protective-serv,1,0,60,1,1
41,HS-grad,Married-civ-spouse,Farming-fishing,1,0,40,1,0
90,7th-8th,Married-civ-spouse,Machine-op-inspct,1,0,40,1,0
66,7th-8th,Widowed,Other-service,2,1,10,1,0
34,HS-grad,Married-civ-spouse,Farming-fishing,1,1,12,1,0
23,HS-grad,Never-married,Craft-repair,3,0,1,0,0
35,HS-grad,Married-civ-spouse,Protective-serv,1,0,55,1,0
32,HS-grad,Married-civ-spouse,Craft-repair,1,0,40,1,0
33,Bachelors,Never-married,Prof-specialty,2,0,50,1,1
32,Assoc-voc,Married-civ-spouse,Exec-managerial,1,0,40,1,0
31,Some-college,Married-civ-spouse,Craft-repair,3,0,40,1,0
32,Some-college,Married-civ-spouse,Sales,1,0,50,1,0
40,HS-grad,Married-civ-spouse,Other-service,1,0,40,1,0
27,HS-grad,Never-married,Protective-serv,1,0,30,1,0
34,HS-grad,Never-married,Protective-serv,3,0,40,1,0
35,Assoc-voc,Married-civ-spouse,Other-service,2,1,40,1,1
29,Some-college,Married-civ-spouse,Exec-managerial,1,0,40,1,0
41,HS-grad,Separated,Other-service,2,1,20,1,0
33,Doctorate,Married-civ-spouse,Prof-specialty,1,1,48,1,1
22,HS-grad,Married-civ-spouse,?,1,1,20,1,0
52,Bachelors,Married-civ-spouse,Prof-specialty,1,0,40,1,1
20,HS-grad,Married-civ-spouse,Craft-repair,1,0,40,1,0
18,11th,Never-married,Protective-serv,1,0,10,1,0
63,Bachelors,Married-civ-spouse,Prof-specialty,1,0,50,0,1
49,7th-8th,Divorced,Other-service,1,1,35,1,0
58,HS-grad,Married-civ-spouse,Sales,1,0,40,1,0
23,HS-grad,Divorced,Other-service,1,1,50,1,0
59,HS-grad,Married-civ-spouse,Craft-repair,1,0,40,1,1
49,Some-college,Married-civ-spouse,Exec-managerial,1,0,40,1,0
23,Bachelors,Never-married,Prof-specialty,1,1,15,1,0
17,10th,Never-married,?,1,0,40,1,0
20,11th,Never-married,Handlers-cleaners,1,0,40,1,0
36,Assoc-voc,Married-civ-spouse,Exec-managerial,1,0,50,1,1
64,Some-college,Widowed,Exec-managerial,1,1,3,1,0
34,Some-college,Never-married,Exec-managerial,1,1,40,1,0
63,Assoc-acdm,Married-spouse-absent,Adm-clerical,1,1,35,1,0
51,HS-grad,Never-married,Adm-clerical,2,1,40,1,0
40,Some-college,Divorced,Adm-clerical,2,1,35,1,0
55,9th,Married-civ-spouse,Craft-repair,1,0,55,1,0
35,HS-grad,Divorced,Craft-repair,1,0,46,0,0
30,Bachelors,Never-married,Machine-op-inspct,1,0,25,1,0
47,Bachelors,Married-civ-spouse,?,1,0,18,1,0
29,10th,Never-married,Craft-repair,2,0,40,0,0
17,11th,Never-married,?,1,1,8,1,0
32,Prof-school,Married-civ-spouse,Prof-specialty,1,0,45,1,1
55,Bachelors,Married-civ-spouse,Machine-op-inspct,1,0,40,1,0
47,Some-college,Divorced,Exec-managerial,1,0,56,1,1
50,Bachelors,Divorced,Other-service,1,0,40,1,0
42,HS-grad,Married-civ-spouse,Craft-repair,2,0,45,1,1
32,Some-college,Married-civ-spouse,Craft-repair,1,0,55,1,1
60,Assoc-acdm,Married-civ-spouse,Sales,1,0,30,1,0
53,HS-grad,Married-civ-spouse,Craft-repair,1,0,40,1,0
58,Bachelors,Widowed,Exec-managerial,1,0,40,1,1
45,Bachelors,Never-married,Prof-specialty,1,0,30,1,0
31,HS-grad,Never-married,Exec-managerial,1,0,40,1,0
32,HS-grad,Never-married,Craft-repair,1,0,40,1,0
37,Some-college,Divorced,Other-service,1,1,30,1,0
28,Some-college,Never-married,Adm-clerical,1,1,60,1,0
26,12th,Never-married,Craft-repair,1,0,40,0,0
47,HS-grad,Married-civ-spouse,Exec-managerial,1,0,80,1,1
34,Some-college,Married-civ-spouse,Exec-managerial,1,0,50,1,1
42,HS-grad,Divorced,Machine-op-inspct,2,0,40,1,0
48,Bachelors,Married-civ-spouse,Tech-support,1,1,40,1,1
32,HS-grad,Never-married,Machine-op-inspct,2,1,40,1,0
35,Assoc-voc,Married-civ-spouse,Exec-managerial,1,1,42,1,1
46,Doctorate,Married-civ-spouse,Prof-specialty,1,1,52,1,1
38,Some-college,Married-civ-spouse,Other-service,1,0,40,1,0
49,HS-grad,Married-spouse-absent,?,1,0,70,1,0
35,Bachelors,Married-civ-spouse,Adm-clerical,1,0,40,1,1
61,HS-grad,Divorced,?,1,0,40,1,0
45,Assoc-acdm,Divorced,Adm-clerical,2,0,35,1,0
31,Bachelors,Never-married,Exec-managerial,1,0,40,1,0
52,Some-college,Married-civ-spouse,Exec-managerial,1,0,60,1,1
20,Some-college,Never-married,Handlers-cleaners,1,0,50,1,0
64,11th,Married-civ-spouse,?,1,0,30,1,0
20,Some-college,Never-married,?,1,0,40,1,0
24,Masters,Never-married,Tech-support,1,0,50,1,0
29,Assoc-voc,Married-civ-spouse,Craft-repair,1,0,40,1,1
23,Bachelors,Never-married,Exec-managerial,1,1,40,1,0
34,HS-grad,Married-civ-spouse,Adm-clerical,1,0,40,1,0
54,Masters,Widowed,Adm-clerical,1,1,38,1,0
21,Some-college,Never-married,Other-service,1,1,30,1,0
23,Bachelors,Never-married,Adm-clerical,1,1,30,1,0
79,7th-8th,Widowed,Priv-house-serv,1,1,30,1,0
55,Masters,Married-civ-spouse,Exec-managerial,1,0,40,1,1
42,HS-grad,Married-spouse-absent,?,1,0,35,1,0
60,HS-grad,Divorced,Tech-support,1,1,40,1,0
37,Assoc-acdm,Divorced,Craft-repair,2,0,40,1,0
47,HS-grad,Divorced,Transport-moving,1,0,40,1,0
20,Some-college,Never-married,Adm-clerical,1,0,40,1,0
53,Bachelors,Never-married,Other-service,1,0,40,0,0
34,HS-grad,Married-civ-spouse,Machine-op-inspct,1,1,40,1,0
43,Some-college,Divorced,Prof-specialty,2,1,40,1,0
24,Some-college,Married-civ-spouse,Transport-moving,1,0,60,1,0
23,HS-grad,Never-married,Protective-serv,3,0,40,1,0
29,Assoc-voc,Never-married,Machine-op-inspct,3,0,40,1,0
58,Some-college,Divorced,Adm-clerical,2,1,40,1,0
55,Assoc-acdm,Married-civ-spouse,?,2,0,40,1,1
40,Masters,Never-married,Adm-clerical,1,1,40,1,0
43,Some-college,Married-civ-spouse,Adm-clerical,1,1,40,1,0
25,Masters,Never-married,Exec-managerial,1,0,40,1,0
23,Bachelors,Never-married,Prof-specialty,1,0,24,1,0
34,HS-grad,Married-civ-spouse,Craft-repair,1,0,50,1,0
26,Some-college,Separated,Sales,1,1,35,1,0
60,Doctorate,Never-married,Prof-specialty,1,1,65,1,1
39,HS-grad,Married-civ-spouse,Transport-moving,1,0,50,1,1
21,HS-grad,Never-married,Other-service,1,0,40,1,0
45,HS-grad,Married-civ-spouse,Transport-moving,1,0,45,1,0
33,Some-college,Never-married,Exec-managerial,1,0,40,1,0
26,Bachelors,Never-married,Exec-managerial,1,0,70,1,1
39,Some-college,Divorced,Adm-clerical,1,1,45,1,0
29,Assoc-acdm,Never-married,Prof-specialty,1,1,40,1,1
29,Some-college,Never-married,?,2,1,40,1,0
52,11th,Married-civ-spouse,Other-service,1,0,40,1,0
34,Bachelors,Married-civ-spouse,Other-service,1,0,30,1,1
24,HS-grad,Never-married,Machine-op-inspct,1,0,48,1,0
77,Doctorate,Married-civ-spouse,Farming-fishing,1,0,40,1,1
34,Masters,Married-civ-spouse,Farming-fishing,1,0,60,1,0
53,9th,Married-civ-spouse,Farming-fishing,1,0,70,1,0
31,HS-grad,Separated,Craft-repair,2,0,40,1,0
58,HS-grad,Divorced,Sales,1,1,15,1,0
50,Masters,Married-civ-spouse,Sales,1,0,55,1,1
32,HS-grad,Married-civ-spouse,Craft-repair,1,0,40,1,0
57,HS-grad,Divorced,Other-service,1,1,40,1,0
32,HS-grad,Never-married,Sales,1,1,45,1,0
77,9th,Married-civ-spouse,Priv-house-serv,2,1,10,1,0
37,Some-college,Never-married,Craft-repair,1,0,40,1,0
51,HS-grad,Married-civ-spouse,Adm-clerical,1,1,40,1,0
33,Assoc-acdm,Divorced,Sales,2,0,60,1,0
53,HS-grad,Married-spouse-absent,Transport-moving,1,1,35,1,0
32,HS-grad,Divorced,Sales,1,0,50,1,0
30,Some-college,Married-civ-spouse,Craft-repair,1,0,40,1,0
19,Some-college,Never-married,Adm-clerical,1,1,20,1,0
33,Bachelors,Married-spouse-absent,Other-service,1,1,24,1,0
31,Assoc-voc,Never-married,Adm-clerical,1,1,40,1,0
28,Some-college,Never-married,Adm-clerical,2,1,40,1,0
19,12th,Never-married,Other-service,1,1,20,1,0
27,HS-grad,Married-civ-spouse,Sales,1,0,60,1,0
21,5th-6th,Married-civ-spouse,Handlers-cleaners,1,0,40,0,0
24,Bachelors,Never-married,Prof-specialty,1,1,40,1,0
46,HS-grad,Divorced,Transport-moving,1,0,54,1,0
31,Bachelors,Never-married,Exec-managerial,1,1,40,1,0
60,Some-college,Married-civ-spouse,Transport-moving,1,0,40,1,1
21,10th,Separated,Sales,2,1,38,1,0
38,11th,Never-married,?,1,1,32,1,0
31,Assoc-voc,Divorced,Transport-moving,1,0,40,1,0
26,Bachelors,Married-civ-spouse,Sales,1,0,40,1,1
46,HS-grad,Divorced,Priv-house-serv,1,1,25,1,0
25,HS-grad,Married-civ-spouse,Exec-managerial,1,0,60,1,1
23,Some-college,Never-married,Adm-clerical,1,0,30,1,0
53,Masters,Married-civ-spouse,Exec-managerial,1,0,40,1,1
42,Masters,Married-civ-spouse,?,1,1,48,1,1
29,HS-grad,Married-civ-spouse,Adm-clerical,1,1,40,1,0
45,Some-college,Married-civ-spouse,Prof-specialty,1,0,50,1,1
70,Bachelors,Divorced,Adm-clerical,1,0,40,1,0
55,Bachelors,Married-civ-spouse,Sales,1,0,60,1,1
40,Doctorate,Married-civ-spouse,Prof-specialty,1,0,50,1,1
17,10th,Never-married,Other-service,1,0,30,1,0
18,HS-grad,Never-married,Craft-repair,1,0,40,1,0
34,Masters,Never-married,Sales,1,0,60,1,1
41,Some-college,Divorced,Adm-clerical,1,1,40,1,0
28,Bachelors,Never-married,Adm-clerical,1,0,40,1,0
23,HS-grad,Never-married,Protective-serv,1,0,40,1,0
32,Some-college,Never-married,Exec-managerial,1,0,40,1,0
56,7th-8th,Married-civ-spouse,Machine-op-inspct,2,0,48,1,0
36,HS-grad,Divorced,Exec-managerial,1,0,45,1,0
26,HS-grad,Never-married,Adm-clerical,1,0,50,1,0
62,Bachelors,Widowed,Tech-support,1,1,7,1,0
35,Assoc-acdm,Divorced,Adm-clerical,1,1,40,1,0
25,Bachelors,Never-married,Prof-specialty,1,1,40,1,0
28,HS-grad,Married-civ-spouse,Transport-moving,1,0,50,1,0
21,Some-college,Never-married,Adm-clerical,1,1,25,1,0
31,10th,Married-civ-spouse,Transport-moving,1,0,40,1,0
23,Assoc-acdm,Never-married,Other-service,1,0,25,0,0
58,Bachelors,Married-civ-spouse,Prof-specialty,1,0,40,1,1
55,Masters,Married-civ-spouse,Prof-specialty,1,0,40,1,1
54,HS-grad,Married-civ-spouse,Craft-repair,1,0,40,1,0
33,HS-grad,Married-civ-spouse,Transport-moving,1,0,40,1,0
28,11th,Married-civ-spouse,Handlers-cleaners,1,0,40,1,1
40,11th,Married-civ-spouse,Machine-op-inspct,1,0,30,1,0
33,Bachelors,Married-civ-spouse,Sales,1,0,80,1,1
27,Prof-school,Never-married,Prof-specialty,3,0,10,0,0
55,HS-grad,Divorced,Adm-clerical,1,0,25,1,0
53,HS-grad,Separated,Transport-moving,1,0,45,1,0
23,12th,Never-married,Transport-moving,1,0,46,1,0
66,HS-grad,Widowed,Craft-repair,1,0,16,1,0
34,Assoc-voc,Married-civ-spouse,Exec-managerial,1,0,60,1,1
39,10th,Divorced,Transport-moving,1,0,40,1,0
21,Some-college,Never-married,Adm-clerical,2,1,40,1,0
26,Some-college,Married-spouse-absent,Adm-clerical,3,1,35,1,0
21,HS-grad,Never-married,Adm-clerical,1,1,40,0,0
59,HS-grad,Married-civ-spouse,Sales,1,0,40,1,0
61,10th,Married-civ-spouse,Transport-moving,1,0,40,1,0
30,Bachelors,Married-civ-spouse,Sales,1,0,50,1,1
22,Assoc-voc,Married-civ-spouse,Machine-op-inspct,1,0,40,1,0
47,HS-grad,Divorced,Machine-op-inspct,1,1,30,1,0
50,HS-grad,Divorced,Other-service,1,0,40,1,0
67,Bachelors,Divorced,Exec-managerial,1,1,5,1,0
59,10th,Married-civ-spouse,Craft-repair,1,0,40,1,0
35,Assoc-acdm,Never-married,Other-service,1,1,80,1,1
56,Some-college,Married-spouse-absent,Farming-fishing,1,1,20,1,1
28,HS-grad,Never-married,Adm-clerical,2,0,40,0,0
34,HS-grad,Divorced,Exec-managerial,1,1,50,1,0
63,10th,Widowed,Farming-fishing,1,1,56,1,0
48,Some-college,Married-civ-spouse,Craft-repair,1,0,40,0,0
41,Some-college,Married-civ-spouse,Prof-specialty,1,0,44,1,1
26,Some-college,Never-married,Handlers-cleaners,2,1,20,1,0
47,10th,Married-civ-spouse,Sales,1,0,52,1,0
29,Assoc-voc,Married-civ-spouse,Farming-fishing,1,0,50,1,0
30,HS-grad,Never-married,Handlers-cleaners,1,0,40,1,0
19,HS-grad,Never-married,Sales,1,0,20,1,0
27,Bachelors,Never-married,Adm-clerical,1,1,37,1,0
59,HS-grad,Married-civ-spouse,Farming-fishing,1,0,70,1,0
19,HS-grad,Never-married,Craft-repair,1,0,40,1,0
45,9th,Married-civ-spouse,Handlers-cleaners,3,0,40,0,0
37,HS-grad,Never-married,Adm-clerical,1,0,40,1,0
44,Doctorate,Married-spouse-absent,Prof-specialty,1,1,38,1,0
34,Bachelors,Married-civ-spouse,Adm-clerical,3,0,38,1,0
30,Bachelors,Never-married,Tech-support,1,1,35,1,0
30,Bachelors,Married-civ-spouse,Exec-managerial,3,0,40,0,1
56,11th,Separated,Other-service,2,1,40,1,0
19,HS-grad,Never-married,Other-service,1,1,40,1,0
37,7th-8th,Married-civ-spouse,Craft-repair,1,0,40,1,0
45,Masters,Married-civ-spouse,Exec-managerial,1,0,43,1,1
21,Some-college,Never-married,Adm-clerical,1,1,40,1,0
34,HS-grad,Married-civ-spouse,Farming-fishing,1,0,45,1,0
27,Bachelors,Married-civ-spouse,Exec-managerial,1,0,50,1,0
44,Masters,Never-married,Prof-specialty,1,1,40,1,0
33,Bachelors,Never-married,Exec-managerial,1,0,40,1,0
32,Some-college,Never-married,Exec-managerial,1,1,50,1,0
37,Some-college,Married-civ-spouse,Craft-repair,1,0,40,1,0
26,Bachelors,Never-married,Sales,1,1,48,1,0
49,HS-grad,Married-civ-spouse,Craft-repair,1,0,60,1,0
20,Some-college,Never-married,Prof-specialty,1,1,30,1,0
